year,region,activity,property,value,unit
2019,World,by-product_recovery,def,0.51,t/t
2019,World,by-product_recovery,min,0.459,t/t
2019,World,by-product_recovery,max,0.561,t/t
2019,World,by-product_recovery,abs_min,0.0,t/t
2019,World,by-product_recovery,abs_max,inf,t/t
2019,World,no_by-product_recovery,def,1.23,t/t
2019,World,no_by-product_recovery,min,1.107,t/t
2019,World,no_by-product_recovery,max,1.353,t/t
2019,World,no_by-product_recovery,abs_min,0.0,t/t
2019,World,no_by-product_recovery,abs_max,inf,t/t
