year,region,product,property,value,unit
2019,Northern America,cattle-dairy,def,0.037,kg/kg
2019,Western Europe,cattle-dairy,def,0.042,kg/kg
2019,Eastern Europe,cattle-dairy,def,0.039,kg/kg
2019,AUS,cattle-dairy,def,0.048,kg/kg
2019,Latin America,cattle-dairy,def,0.040,kg/kg
2019,Latin America,cattle-dairy_hp,def,0.040,kg/kg
2019,Latin America,cattle-dairy_lp,def,0.040,kg/kg
2019,ASI,cattle-dairy,def,0.039,kg/kg
2019,ASI,cattle-dairy_hp,def,0.041,kg/kg
2019,ASI,cattle-dairy_lp,def,0.039,kg/kg
2019,AFR,cattle-dairy,def,0.043,kg/kg
2019,AFR,cattle-dairy_hp,def,0.043,kg/kg
2019,AFR,cattle-dairy_lp,def,0.043,kg/kg
2019,Middle East,cattle-dairy,def,0.041,kg/kg
2019,Middle East,cattle-dairy_hp,def,0.035,kg/kg
2019,Middle East,cattle-dairy_lp,def,0.045,kg/kg
2019,Indian Subcontinent,cattle-dairy,def,0.042,kg/kg
2019,Indian Subcontinent,cattle-dairy_hp,def,0.040,kg/kg
2019,Indian Subcontinent,cattle-dairy_lp,def,0.042,kg/kg
2019,Northern America,cattle-other_mature-fem,def,0.040,kg/kg
2019,Northern America,cattle-other_mature-mal,def,0.000,kg/kg
2019,Northern America,cattle-other_calve-milk,def,0.000,kg/kg
2019,Northern America,cattle-other_calve-forage,def,0.000,kg/kg
2019,Northern America,cattle-other_growing,def,0.000,kg/kg
2019,Northern America,cattle-other_replacement,def,0.000,kg/kg
2019,Northern America,cattle-other_feedlot,def,0.000,kg/kg
2019,Western Europe,cattle-other_mature-mal,def,0.000,kg/kg
2019,Western Europe,cattle-other_replacement,def,0.000,kg/kg
2019,Western Europe,cattle-other_calve-milk,def,0.000,kg/kg
2019,Western Europe,cattle-other_calve-forage,def,0.000,kg/kg
2019,Eastern Europe,cattle-other_mature-fem,def,0.042,kg/kg
2019,Eastern Europe,cattle-other_mature-mal,def,0.000,kg/kg
2019,Eastern Europe,cattle-other_replacement,def,0.000,kg/kg
2019,Eastern Europe,cattle-other_calve-forage,def,0.000,kg/kg
2019,AUS,cattle-other_mature-fem,def,0.048,kg/kg
2019,AUS,cattle-other_mature-mal,def,0.000,kg/kg
2019,AUS,cattle-other_calve-forage,def,0.000,kg/kg
2019,Latin America,cattle-other_mature-fem,def,0.043,kg/kg
2019,Latin America,cattle-other_mature-mal,def,0.000,kg/kg
2019,Latin America,cattle-other_growing,def,0.000,kg/kg
2019,Latin America,cattle-other_replacement,def,0.000,kg/kg
2019,Latin America,cattle-other_calve-milk,def,0.000,kg/kg
2019,Latin America,cattle-other_calve-forage,def,0.000,kg/kg
2019,Latin America,cattle-other_feedlot,def,0.000,kg/kg
2019,ASI,cattle-other_mature-fem,def,0.047,kg/kg
2019,ASI,cattle-other_mature-fem-grazing,def,0.047,kg/kg
2019,ASI,cattle-other_mature-mal,def,0.000,kg/kg
2019,ASI,cattle-other_mature-mal-grazing,def,0.000,kg/kg
2019,ASI,cattle-other_growing,def,0.000,kg/kg
2019,ASI,cattle-other_calve-forage,def,0.000,kg/kg
2019,AFR,cattle-other_mature-fem,def,0.040,kg/kg
2019,AFR,cattle-other_mature-fem-grazing,def,0.041,kg/kg
2019,AFR,cattle-other_mature-mal,def,0.000,kg/kg
2019,AFR,cattle-other_draftbullock,def,0.000,kg/kg
2019,AFR,cattle-other_bullgrazing,def,0.000,kg/kg
2019,AFR,cattle-other_growing,def,0.000,kg/kg
2019,AFR,cattle-other_calve-forage,def,0.000,kg/kg
2019,Middle East,cattle-other_mature-fem,def,0.037,kg/kg
2019,Middle East,cattle-other_mature-mal,def,0.000,kg/kg
2019,Middle East,cattle-other_replacement,def,0.000,kg/kg
2019,Middle East,cattle-other_calve-forage,def,0.000,kg/kg
2019,Indian Subcontinent,cattle-other_mature-fem,def,0.046,kg/kg
2019,Indian Subcontinent,cattle-other_mature-mal,def,0.000,kg/kg
2019,Indian Subcontinent,cattle-other_draftbullock,def,0.000,kg/kg
2019,Indian Subcontinent,cattle-other_replacement,def,0.000,kg/kg
2019,Indian Subcontinent,cattle-other_calve-forage,def,0.000,kg/kg
2019,Latin America,cattle-other_hp_mature-fem,def,0.042,kg/kg
2019,Latin America,cattle-other_hp_mature-mal,def,0.000,kg/kg
2019,Latin America,cattle-other_hp_growing,def,0.000,kg/kg
2019,Latin America,cattle-other_hp_replacement,def,0.000,kg/kg
2019,Latin America,cattle-other_hp_calve-milk,def,0.000,kg/kg
2019,Latin America,cattle-other_hp_calve-forage,def,0.000,kg/kg
2019,Latin America,cattle-other_hp_feedlot,def,0.000,kg/kg
2019,Latin America,cattle-other_lp_mature-fem,def,0.043,kg/kg
2019,Latin America,cattle-other_lp_mature-mal,def,0.000,kg/kg
2019,Latin America,cattle-other_lp_growing,def,0.000,kg/kg
2019,Latin America,cattle-other_lp_replacement,def,0.000,kg/kg
2019,Latin America,cattle-other_lp_calve-milk,def,0.000,kg/kg
2019,Latin America,cattle-other_lp_calve-forage,def,0.000,kg/kg
2019,ASI,cattle-other_hp_mature-fem,def,0.047,kg/kg
2019,ASI,cattle-other_hp_mature-mal,def,0.000,kg/kg
2019,ASI,cattle-other_hp_growing,def,0.000,kg/kg
2019,ASI,cattle-other_hp_calve-forage,def,0.000,kg/kg
2019,ASI,cattle-other_lp_mature-fem-farming,def,0.047,kg/kg
2019,ASI,cattle-other_lp_mature-fem-grazing,def,0.047,kg/kg
2019,ASI,cattle-other_lp_mature-mal-farming,def,0.000,kg/kg
2019,ASI,cattle-other_lp_mature-mal-grazing,def,0.000,kg/kg
2019,ASI,cattle-other_lp_growing,def,0.000,kg/kg
2019,ASI,cattle-other_lp_calve-forage,def,0.000,kg/kg
2019,AFR,cattle-other_hp_mature-fem,def,0.039,kg/kg
2019,AFR,cattle-other_hp_mature-mal,def,0.000,kg/kg
2019,AFR,cattle-other_hp_growing,def,0.000,kg/kg
2019,AFR,cattle-other_hp_calve-forage,def,0.000,kg/kg
2019,AFR,cattle-other_lp_mature-fem,def,0.041,kg/kg
2019,AFR,cattle-other_lp_mature-fem-grazing,def,0.041,kg/kg
2019,AFR,cattle-other_lp_draftbullock,def,0.000,kg/kg
