year,region,product,property,value,unit
2019,Northern America,cattle-dairy,def,0.24,m3/kg
2019,Western Europe,cattle-dairy,def,0.24,m3/kg
2019,Eastern Europe,cattle-dairy,def,0.24,m3/kg
2019,AUS,cattle-dairy,def,0.24,m3/kg
2019,Latin America,cattle-dairy_hp,def,0.24,m3/kg
2019,Latin America,cattle-dairy_lp,def,0.13,m3/kg
2019,AFR,cattle-dairy_hp,def,0.24,m3/kg
2019,AFR,cattle-dairy_lp,def,0.13,m3/kg
2019,Middle East,cattle-dairy_hp,def,0.24,m3/kg
2019,Middle East,cattle-dairy_lp,def,0.13,m3/kg
2019,ASI,cattle-dairy_hp,def,0.24,m3/kg
2019,ASI,cattle-dairy_lp,def,0.13,m3/kg
2019,Indian Subcontinent,cattle-dairy_hp,def,0.24,m3/kg
2019,Indian Subcontinent,cattle-dairy_lp,def,0.13,m3/kg
2019,Northern America,cattle-other,def,0.19,m3/kg
2019,Western Europe,cattle-other,def,0.18,m3/kg
2019,Eastern Europe,cattle-other,def,0.17,m3/kg
2019,AUS,cattle-other,def,0.17,m3/kg
2019,Latin America,cattle-other_hp,def,0.18,m3/kg
2019,Latin America,cattle-other_lp,def,0.13,m3/kg
2019,AFR,cattle-other_hp,def,0.18,m3/kg
2019,AFR,cattle-other_lp,def,0.13,m3/kg
2019,Middle East,cattle-other_hp,def,0.18,m3/kg
2019,Middle East,cattle-other_lp,def,0.13,m3/kg
2019,ASI,cattle-other_hp,def,0.18,m3/kg
2019,ASI,cattle-other_lp,def,0.13,m3/kg
2019,Indian Subcontinent,cattle-other_hp,def,0.18,m3/kg
2019,Indian Subcontinent,cattle-other_lp,def,0.13,m3/kg
2019,Northern America,buffalo,def,0.1,m3/kg
2019,Western Europe,buffalo,def,0.1,m3/kg
2019,Eastern Europe,buffalo,def,0.1,m3/kg
2019,AUS,buffalo,def,0.1,m3/kg
2019,Latin America,buffalo_hp,def,0.1,m3/kg
2019,Latin America,buffalo_lp,def,0.1,m3/kg
2019,AFR,buffalo_hp,def,0.1,m3/kg
2019,AFR,buffalo_lp,def,0.1,m3/kg
2019,Middle East,buffalo_hp,def,0.1,m3/kg
2019,Middle East,buffalo_lp,def,0.1,m3/kg
2019,ASI,buffalo_hp,def,0.1,m3/kg
2019,ASI,buffalo_lp,def,0.1,m3/kg
2019,Indian Subcontinent,buffalo_hp,def,0.1,m3/kg
2019,Indian Subcontinent,buffalo_lp,def,0.1,m3/kg
2019,Northern America,swine-growing,def,0.48,m3/kg
2019,Western Europe,swine-growing,def,0.45,m3/kg
2019,Eastern Europe,swine-growing,def,0.45,m3/kg
2019,AUS,swine-growing,def,0.45,m3/kg
2019,Latin America,swine-growing_hp,def,0.45,m3/kg
2019,Latin America,swine-growing_lp,def,0.29,m3/kg
2019,AFR,swine-growing_hp,def,0.45,m3/kg
2019,AFR,swine-growing_lp,def,0.29,m3/kg
2019,Middle East,swine-growing_hp,def,0.45,m3/kg
2019,Middle East,swine-growing_lp,def,0.29,m3/kg
2019,ASI,swine-growing_hp,def,0.45,m3/kg
2019,ASI,swine-growing_lp,def,0.29,m3/kg
2019,Indian Subcontinent,swine-growing_hp,def,0.45,m3/kg
2019,Indian Subcontinent,swine-growing_lp,def,0.29,m3/kg
2019,Northern America,swine-mature,def,0.48,m3/kg
2019,Western Europe,swine-mature,def,0.45,m3/kg
2019,Eastern Europe,swine-mature,def,0.45,m3/kg
2019,AUS,swine-mature,def,0.45,m3/kg
2019,Latin America,swine-mature_hp,def,0.45,m3/kg
2019,Latin America,swine-mature_lp,def,0.29,m3/kg
2019,AFR,swine-mature_hp,def,0.45,m3/kg
2019,AFR,swine-mature_lp,def,0.29,m3/kg
2019,Middle East,swine-mature_hp,def,0.45,m3/kg
2019,Middle East,swine-mature_lp,def,0.29,m3/kg
2019,ASI,swine-mature_hp,def,0.45,m3/kg
2019,ASI,swine-mature_lp,def,0.29,m3/kg
2019,Indian Subcontinent,swine-mature_hp,def,0.45,m3/kg
2019,Indian Subcontinent,swine-mature_lp,def,0.29,m3/kg
2019,Northern America,poultry-chicken_layer,def,0.39,m3/kg
2019,Western Europe,poultry-chicken_layer,def,0.39,m3/kg
2019,Eastern Europe,poultry-chicken_layer,def,0.39,m3/kg
2019,AUS,poultry-chicken_layer,def,0.39,m3/kg
2019,Latin America,poultry-chicken_hp_layer,def,0.39,m3/kg
2019,Latin America,poultry-chicken_lp_layer,def,0.24,m3/kg
2019,AFR,poultry-chicken_hp_layer,def,0.39,m3/kg
2019,AFR,poultry-chicken_lp_layer,def,0.24,m3/kg
2019,Middle East,poultry-chicken_hp_layer,def,0.39,m3/kg
2019,Middle East,poultry-chicken_lp_layer,def,0.24,m3/kg
2019,ASI,poultry-chicken_hp_layer,def,0.39,m3/kg
2019,ASI,poultry-chicken_lp_layer,def,0.24,m3/kg
2019,Indian Subcontinent,poultry-chicken_hp_layer,def,0.39,m3/kg
2019,Indian Subcontinent,poultry-chicken_lp_layer,def,0.24,m3/kg
2019,Northern America,poultry-chicken,def,0.36,m3/kg
2019,Western Europe,poultry-chicken,def,0.36,m3/kg
2019,Eastern Europe,poultry-chicken,def,0.36,m3/kg
2019,AUS,poultry-chicken,def,0.36,m3/kg
2019,Latin America,poultry-chicken_hp,def,0.36,m3/kg
2019,Latin America,poultry-chicken_lp,def,0.24,m3/kg
2019,AFR,poultry-chicken_hp,def,0.36,m3/kg
2019,AFR,poultry-chicken_lp,def,0.24,m3/kg
